mode,load,0_efficientnet_b7-4,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,24.08709764480591,14.662556648254395,3.443467617034912
mps-uncap,0.9,24.29207801818847,14.496302604675293,3.4333086013793936
mps-uncap,1.0,23.849599361419678,14.613866806030273,3.4470558166503906
mps-uncap,0.5,24.366328716278076,16.05739593505859,3.267245292663574
mps-uncap,0.6,24.115257263183594,15.283429622650146,3.2804012298583984
mps-uncap,0.7,24.667987823486328,15.830409526824951,2.7463531494140625
mps-uncap,0.1,37.72824287414551,29.111683368682872,4.108297824859619
mps-uncap,0.2,26.10133171081543,23.88995170593261,4.0592145919799805
mps-uncap,0.3,25.153946876525875,19.906568527221697,3.9449691772460933
mps-uncap,0.4,25.14007091522217,16.826565265655518,3.6638641357421866
