mode,load,0_efficientnet_b7-4,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,424.94940757751465,290.0674343109131,151.25644207000732
mps-uncap,0.9,2419.26372051239,3075.4218101501465,3545.096278190613
mps-uncap,1.0,5506.1774253845215,5609.456539154053,6417.8227186203
mps-uncap,0.5,6.244897842407227,7.155656814575195,0.3924369812011719
mps-uncap,0.6,14.833450317382812,12.261033058166504,1.111745834350586
mps-uncap,0.7,40.517568588256836,40.27283191680908,1.6324520111083984
mps-uncap,0.1,0.041484832763671875,0.030875205993652344,0.026702880859375
mps-uncap,0.2,0.031232833862304688,0.027894973754882812,0.026702880859375
mps-uncap,0.3,0.030517578125,0.02765655517578125,0.024557113647460938
mps-uncap,0.4,0.032782554626464844,1.9315481185913086,0.023365020751953125
