mode,load,0_efficientnet_b7-4,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,171.80974497524426,282.72534128951884,1621.5679443390593
mps-uncap,0.9,171.82330085814448,286.82758190680835,1630.0485366483397
mps-uncap,1.0,175.07907081801017,284.32269660753184,1611.7836981486123
mps-uncap,0.5,105.13371355546772,171.5582509033783,1014.8529229497559
mps-uncap,0.6,117.89890070141956,205.20408412895395,1217.146527226343
mps-uncap,0.7,142.72022491137753,245.67414822577516,1423.5725960133561
mps-uncap,0.1,18.69744250085615,35.78771716150439,204.56382700733877
mps-uncap,0.2,42.04278164837057,75.18655708050252,414.0760582879096
mps-uncap,0.3,60.33738868222052,103.97778916382426,590.5037886142205
mps-uncap,0.4,84.99644288710466,142.11029605701768,813.6522048052246
