mode,load,0_efficientnet_b7-4,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,448.49205017089844,304.0955066680908,153.7412405014038
mps-uncap,0.9,2442.534327507019,3089.493751525879,3547.5246906280518
mps-uncap,1.0,5529.126286506653,5623.401880264282,6420.234322547913
mps-uncap,0.5,28.34761142730713,21.035194396972656,2.7091503143310547
mps-uncap,0.6,36.8959903717041,26.020288467407227,3.1609535217285156
mps-uncap,0.7,63.41695785522461,54.3515682220459,3.626108169555664
mps-uncap,0.1,23.85103702545166,22.45771884918213,3.801107406616211
mps-uncap,0.2,23.816943168640137,15.816330909729004,3.6624670028686523
mps-uncap,0.3,23.323893547058105,15.48147201538086,3.031492233276367
mps-uncap,0.4,24.16825294494629,16.59989356994629,2.576112747192383
