mode,load,0_vgg11-16,1_mobilenet_v3_small-8,2_mobilenet_v3_small-8
mps-uncap,0.6,6.769418716430664,8.289813995361328,9.334206581115723
mig,0.6,18.677234649658203,5.494594573974609,5.7784318923950195
mps-uncap,0.7,6.818294525146484,13.74053955078125,13.003826141357422
mig,0.7,23.53191375732422,6.679296493530273,6.846785545349121
mps-uncap,0.8,6.866931915283203,48.32124710083008,48.296332359313965
mig,0.8,30.14194965362549,9.281396865844727,9.260058403015137
mps-uncap,0.9,7.069110870361328,4005.413055419922,5449.460506439209
mig,0.9,57.63649940490723,14.453887939453125,14.469265937805176
mps-uncap,1.0,7.3708295822143555,10780.257105827332,9046.394944190979
mig,1.0,402.89628505706787,29.39915657043457,298.9780902862549
mps-uncap,1.1,8.5906982421875,13559.852480888367,13349.04432296753
mig,1.1,3354.4247150421143,3059.3291521072388,2558.068037033081
mps-uncap,1.2,9.904742240905762,17783.642768859863,17223.814606666565
mig,1.2,6868.938684463501,6373.419761657715,6409.681558609009
mps-uncap,1.3,11.113405227661133,21243.327498435974,20299.41463470459
mig,1.3,9758.54778289795,9505.181074142456,8528.920888900757
