mode,load,0_resnet152-16,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.6,26.240062713623047,4.669158458709712,6.305494308471681
mig,0.6,32.705073356628425,2.3644638061523433,7.4019622802734375
mps-uncap,0.7,26.381540298461914,4.854156970977776,6.388306617736816
mig,0.7,32.71941423416138,2.174608707427977,7.422056198120115
mps-uncap,0.8,26.69332265853882,5.042114257812501,6.387567520141599
mig,0.8,32.83239364624023,2.09888219833374,7.430717945098878
mps-uncap,0.9,27.51936674118042,5.24118185043335,6.366882324218748
mig,0.9,32.86168813705444,2.028379440307617,7.454137802124026
mps-uncap,1.0,27.85339593887329,5.379359722137451,6.371021270751953
mig,1.0,32.99510478973388,2.0050787925720206,7.496356964111328
mps-uncap,1.1,28.67168664932251,5.57617664337158,6.401886940002436
mig,1.1,32.92433023452759,2.0074844360351562,7.504765987396241
mps-uncap,1.2,29.073872566223145,5.687999725341797,6.4599990844726545
mig,1.2,32.83670425415039,1.9862174987792975,7.468545436859131
mps-uncap,1.3,29.119527339935303,5.703439712524412,6.40146732330322
mig,1.3,32.89846420288086,1.9993829727172845,7.490634918212891
