mode,load,0_resnet152-16,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.6,14.990091323852539,1.6798973083496094,2.0449161529541016
mig,0.6,29.62327003479004,1.7120838165283203,6.617069244384766
mps-uncap,0.7,15.233516693115234,1.6736984252929688,2.046823501586914
mig,0.7,29.645204544067383,1.683950424194336,6.626367568969727
mps-uncap,0.8,15.826702117919922,1.665353775024414,2.0482540130615234
mig,0.8,29.661178588867188,1.7147064208984375,6.63304328918457
mps-uncap,0.9,16.165971755981445,1.7707347869873047,2.250194549560547
mig,0.9,29.67047691345215,1.6827583312988281,6.641626358032227
mps-uncap,1.0,16.09206199645996,1.943349838256836,2.256155014038086
mig,1.0,29.561519622802734,1.7161369323730469,6.645441055297852
mps-uncap,1.1,16.42441749572754,1.7693042755126953,2.0415782928466797
mig,1.1,29.78205680847168,1.7995834350585938,7.015228271484375
mps-uncap,1.2,16.364097595214844,1.7726421356201172,2.3632049560546875
mig,1.2,29.93607521057129,1.7375946044921875,6.668806076049805
mps-uncap,1.3,19.469022750854492,1.8377304077148438,2.4137496948242188
mig,1.3,29.84452247619629,1.7194747924804688,6.679058074951172
