mode,load,0_resnet152-16,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.6,14.973878860473633,1.6417503356933594,2.0303726196289062
mig,0.6,29.57606315612793,1.6863346099853516,6.602764129638672
mps-uncap,0.7,15.214681625366211,1.6434192657470703,2.027273178100586
mig,0.7,29.610633850097656,1.6541481018066406,6.608247756958008
mps-uncap,0.8,15.631437301635742,1.6241073608398438,2.0318031311035156
mig,0.8,29.611587524414062,1.6880035400390625,6.604433059692383
mps-uncap,0.9,16.147613525390625,1.6582012176513672,2.2232532501220703
mig,0.9,29.545307159423828,1.6508102416992188,6.600856781005859
mps-uncap,1.0,16.073942184448242,1.6632080078125,2.239704132080078
mig,1.0,29.546022415161133,1.6782283782958984,6.612300872802734
mps-uncap,1.1,15.886783599853516,1.6503334045410156,2.027750015258789
mig,1.1,29.616594314575195,1.6758441925048828,6.605863571166992
mps-uncap,1.2,16.190528869628906,1.667022705078125,2.325296401977539
mig,1.2,29.599666595458984,1.6665458679199219,6.61778450012207
mps-uncap,1.3,16.813039779663086,1.6522407531738281,2.3620128631591797
mig,1.3,29.677391052246094,1.6715526580810547,6.623983383178711
