mode,load,0_resnet152-16,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.6,70.48540115356447,22.60316133499145,11.925554275512695
mig,0.6,154.5575261116028,9.713196754455565,40.10608673095706
mps-uncap,0.7,80.2900838851926,39.30330991744992,12.640297412872314
mig,0.7,217.08808898925798,12.082180976867644,44.07422065734844
mps-uncap,0.8,114.19621467590335,176.44834518432617,13.507995605468746
mig,0.8,443.3412075042714,24.173510074615468,78.73852252960219
mps-uncap,0.9,157.57066488265988,12689.82471704483,17.145900726318338
mig,0.9,584.7836852073665,45.75112342834473,158.42544555664065
mps-uncap,1.0,185.08904933929446,24117.430443763733,19.945220947265625
mig,1.0,1244.659662246704,648.7578654289242,555.7437467575072
mps-uncap,1.1,342.87333488464355,35526.05199098586,32.7942657470703
mig,1.1,7510.0950479507455,8961.026430130005,9304.325411319736
mps-uncap,1.2,610.6063175201417,44859.954595565796,31.743450164794915
mig,1.2,14835.315389633179,15601.999998092651,15165.595924854279
mps-uncap,1.3,4979.103751182556,50483.16689491272,50.84466695785522
mig,1.3,22274.501519203186,20221.5230178833,21065.33709526062
