mode,load,0_resnet152-16,1_squeezenet1_1-2,2_vgg16-2
mps-uncap,0.6,308.5070608590864,694.6797781950283,174.40461935996493
mig,0.6,301.71159526582454,679.1289358829845,175.49261196148294
mps-uncap,0.7,361.32793432591893,800.5355968686524,206.11976143104232
mig,0.7,379.88233451225784,817.6172852150282,203.74668811660322
mps-uncap,0.8,426.04101451148875,899.9752089343261,231.74715529291404
mig,0.8,432.76480603113305,911.1111071198001,234.34711105549292
mps-uncap,0.9,471.1372599292122,878.8822802330048,261.8780838177863
mig,0.9,472.43008557563263,1017.2730331408386,265.4808182236875
mps-uncap,1.0,515.7052824603816,833.7739736890695,287.6460592250562
mig,1.0,504.2039212715153,1128.4257793654433,289.59730747235295
mps-uncap,1.1,580.8017062155509,762.7523727275482,324.26273166747063
mig,1.1,518.681870844467,1126.8285312370897,292.5343509908244
mps-uncap,1.2,628.336549417733,695.0867899521,353.4894481213006
mig,1.2,520.5302129189711,1135.7777412322343,292.810986656508
mps-uncap,1.3,643.9344374697021,648.7936086426533,380.1225374156518
mig,1.3,520.6677650729557,1128.6024329485792,292.74282491820554
