mode,load,0_densenet121-8,1_inception_v3-16,2_resnet50-16
mps-uncap,0.8,325.1322924644876,710.4072684036503,1271.8586166174377
mps-uncap,0.9,345.9496541752147,799.0413055928072,1444.7818818612573
mps-uncap,1.0,400.5110801976615,910.2400413419228,1583.7340459116108
mps-uncap,0.5,205.3388153101045,434.68858120986624,812.9525925562403
mps-uncap,0.6,233.41762972262146,537.8615582926923,962.4549753784356
mps-uncap,0.7,276.97938938117187,610.8108084363103,1131.641013835008
mps-uncap,0.1,39.488268525235625,87.63934125745656,153.19442247561943
mps-uncap,0.2,79.75197433178904,185.12974489401043,322.8383438480349
mps-uncap,0.3,117.25779868322228,280.73086482797805,479.3227100115649
mps-uncap,0.4,161.45488179153025,361.13536994768356,655.3996818918095
