mode,load,0_densenet121-8,1_inception_v3-16,2_resnet50-16
mps-uncap,0.8,6.890535354614258,6.452083587646484,6.404638290405273
mps-uncap,0.9,6.874322891235352,6.438970565795898,6.377220153808594
mps-uncap,1.0,7.112264633178711,6.490468978881836,6.402730941772461
mps-uncap,0.5,6.710290908813477,6.410360336303711,6.399393081665039
mps-uncap,0.6,6.861448287963867,6.412506103515625,6.374835968017578
mps-uncap,0.7,6.920337677001953,6.419181823730469,6.398677825927734
mps-uncap,0.1,7.075786590576172,6.42848014831543,6.389141082763672
mps-uncap,0.2,6.926298141479492,6.438970565795898,6.380319595336914
mps-uncap,0.3,7.02357292175293,6.426572799682617,6.384611129760742
mps-uncap,0.4,6.9141387939453125,6.416559219360352,6.379365921020508
