mode,load,0_densenet121-8,1_inception_v3-16,2_resnet50-16
mps-uncap,0.8,20.1058292388916,18.216943740844727,10.920982360839844
mps-uncap,0.9,18.682370185852054,18.136386871337884,11.296281814575195
mps-uncap,1.0,18.965024948120117,18.32575798034668,11.43134355545044
mps-uncap,0.5,19.08906936645508,17.27576017379761,10.438234806060791
mps-uncap,0.6,19.024164676666263,16.484527587890625,10.834157466888428
mps-uncap,0.7,19.54288005828857,17.918634414672855,10.72531223297119
mps-uncap,0.1,19.45781707763672,13.907430171966553,8.879232406616211
mps-uncap,0.2,18.634028434753425,14.746429920196537,9.505066871643066
mps-uncap,0.3,19.31649923324585,15.921020507812509,9.753944873809813
mps-uncap,0.4,19.424295425415043,16.918563842773438,10.237944126129147
