mode,load,0_efficientnet_b6-4,1_resnet101-4,2_squeezenet1_0-2
mps-uncap,0.6,234.4803810119629,63.22956085205078,27.21118927001953
mig,0.6,187.49427795410156,87.96477317810059,16.164302825927734
mps-uncap,0.7,216.54224395751953,88.28067779541016,38.82741928100586
mig,0.7,165.6033992767334,126.45101547241211,22.79829978942871
mps-uncap,0.8,444.27967071533203,116.23048782348633,92.35048294067383
mig,0.8,229.48646545410156,173.07519912719727,42.79685020446777
mps-uncap,0.9,598.1009006500244,137.21632957458496,358.66379737854004
mig,0.9,445.1420307159424,428.1299114227295,50.223350524902344
mps-uncap,1.0,6036.6880893707275,179.57091331481934,11223.874568939209
mig,1.0,2838.068962097168,1800.6315231323242,1559.8573684692383
mps-uncap,1.1,12061.516284942627,283.02645683288574,15916.335582733154
mig,1.1,7109.715938568115,7092.641830444336,5566.547155380249
mps-uncap,1.2,19238.94739151001,889.2581462860107,22243.569135665894
mig,1.2,12380.770683288574,15448.118686676025,14872.055768966675
mps-uncap,1.3,25012.15887069702,9524.76692199707,26581.00986480713
mig,1.3,20501.67489051819,18580.068826675415,19048.72226715088
