mode,load,0_efficientnet_b6-4,1_resnet101-4,2_squeezenet1_0-2
mps-uncap,0.6,7.543802261352539,0.03170967102050781,1.126408576965332
mig,0.6,6.533145904541016,4.615902900695801,0.6684064865112305
mps-uncap,0.7,16.602158546447754,3.108501434326172,1.9986629486083984
mig,0.7,14.612436294555664,9.366512298583984,1.2822151184082031
mps-uncap,0.8,38.12384605407715,5.891323089599609,6.028890609741211
mig,0.8,21.821141242980957,15.466809272766113,2.4297237396240234
mps-uncap,0.9,139.76287841796875,10.296344757080078,108.80374908447266
mig,0.9,61.676740646362305,37.35089302062988,4.763603210449219
mps-uncap,1.0,3330.4262161254883,17.1583890914917,5499.69482421875
mig,1.0,1494.832992553711,1131.4456462860107,827.155351638794
mps-uncap,1.1,5804.982423782349,42.106032371520996,8059.229850769043
mig,1.1,3594.798803329468,3587.876319885254,2632.4503421783447
mps-uncap,1.2,10070.949673652649,282.7908992767334,11186.673521995544
mig,1.2,5894.699931144714,7854.772567749023,7639.988303184509
mps-uncap,1.3,12129.568338394165,4891.949892044067,13672.271251678467
mig,1.3,10393.704175949097,8839.354991912842,9407.653212547302
