mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,0.000476837158203125,0.0016689300537109375,0.0021457672119140625
mig,1.0,0.000476837158203125,0.0035762786865234375,0.006198883056640625
