mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,26.241493225097653,26.082303524017338,23.428821563720703
mig,1.0,45.24719715118408,17.594935894012455,1.9570446014404301
