mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,25.19059181213379,25.19536018371582,10.252237319946289
mig,1.0,42.93227195739746,15.138626098632812,1.7452239990234375
