mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,26.241266727447506,26.0822868347168,23.428738117218018
mig,1.0,45.24695873260498,17.594697475433353,1.956939697265625
