mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,33.29324722290039,32.387495040893555,30.851364135742188
mig,1.0,52.454233169555664,25.157928466796875,9.12332534790039
