mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,25.666236877441406,25.638175010681152,22.51136302947998
mig,1.0,43.77391338348389,15.78826904296875,1.7724037170410156
