mode,load,0_vgg16-32,1_resnet18-32,2_squeezenet1_0-2
mps-uncap,1.0,33.29300880432129,32.38725662231445,30.851125717163086
mig,1.0,52.454233169555664,25.157690048217773,9.123086929321289
