mode,load,0_densenet201-4,1_inception_v3-16,2_squeezenet1_1-32
mps-uncap,0.8,95.10412216186486,74.00085687637332,44.91159915924076
mps-uncap,0.9,208.69013309478768,145.55051326751703,104.96421098709101
mps-uncap,1.0,733.6854934692383,1858.7000656127925,173.8893747329709
mps-uncap,0.5,46.46823883056629,32.395150661468506,13.58595848083496
mps-uncap,0.6,53.17276716232303,39.508819580078125,18.200314044952393
mps-uncap,0.7,64.09097671508779,49.16054725646973,21.678075790405273
mps-uncap,0.1,49.74015235900877,22.982585430145267,7.050876617431641
mps-uncap,0.2,39.716899394989014,24.954526424407938,8.035190105438225
mps-uncap,0.3,45.0286388397217,30.14904260635376,9.820594787597646
mps-uncap,0.4,46.57002449035646,32.91226387023925,12.55707263946533
