mode,load,0_densenet201-4,1_inception_v3-16,2_squeezenet1_1-32
mps-uncap,0.8,121.33622169494629,94.31123733520508,66.00117683410645
mps-uncap,0.9,231.60982131958008,216.26830101013184,134.22656059265137
mps-uncap,1.0,737.9894256591797,1909.6543788909912,214.65706825256348
mps-uncap,0.5,46.3564395904541,37.64486312866211,17.22240447998047
mps-uncap,0.6,48.72941970825195,46.73504829406738,24.72996711730957
mps-uncap,0.7,75.2568244934082,59.827327728271484,36.57650947570801
mps-uncap,0.1,28.614521026611328,22.940874099731445,5.47337532043457
mps-uncap,0.2,37.71352767944336,23.320913314819336,10.782718658447266
mps-uncap,0.3,44.59047317504883,32.06682205200195,12.125253677368164
mps-uncap,0.4,47.28341102600098,37.3227596282959,19.569873809814453
