mode,load,0_densenet201-4,1_inception_v3-16,2_squeezenet1_1-32
mps-uncap,0.8,37.88142204284669,27.702784538269043,15.094280242919925
mps-uncap,0.9,93.85321140289308,60.19258499145509,30.96628189086914
mps-uncap,1.0,542.6759719848633,1647.7235317230225,85.9614610671997
mps-uncap,0.5,14.017486572265627,10.000419616699217,3.917121887207031
mps-uncap,0.6,16.65050983428955,12.642383575439453,6.115865707397462
mps-uncap,0.7,22.029399871826165,16.73784255981445,7.786273956298826
mps-uncap,0.1,0.8246898651123435,0.8088350296020508,0.07104873657226562
mps-uncap,0.2,7.193088531494141,4.526925086975109,1.041245460510255
mps-uncap,0.3,9.41085815429689,9.353041648864746,2.4193286895751944
mps-uncap,0.4,14.528131484985357,9.998941421508789,3.4488916397094735
