mode,load,0_densenet201-4,1_inception_v3-16,2_squeezenet1_1-32
mps-uncap,0.8,26.6878604888916,15.751361846923828,6.324529647827148
mps-uncap,0.9,29.346466064453125,14.78433609008789,6.780862808227539
mps-uncap,1.0,30.584096908569336,17.534255981445312,10.710716247558594
mps-uncap,0.5,27.711153030395508,16.800403594970703,6.079196929931641
mps-uncap,0.6,28.42426300048828,19.299983978271484,6.113290786743164
mps-uncap,0.7,27.76813507080078,15.744686126708984,6.060600280761719
mps-uncap,0.1,42.13237762451172,14.878988265991211,6.09135627746582
mps-uncap,0.2,33.020734786987305,14.443159103393555,5.968332290649414
mps-uncap,0.3,32.20534324645996,17.403125762939453,5.865335464477539
mps-uncap,0.4,33.265113830566406,15.643596649169922,6.037473678588867
