mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_squeezenet1_1-32
mps-uncap,1.0,414.0035606816009,2279.7881194126994,1089.9371288674877,3099.2577731137067
