mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,0.010967254638671875,0.015735626220703125,0.007867813110351562
mps-uncap,0.9,0.010967254638671875,0.016450881958007812,0.008821487426757812
mps-uncap,1.0,0.011682510375976562,0.020265579223632812,0.010251998901367188
mps-uncap,0.5,0.011682510375976562,0.0152587890625,0.0095367431640625
mps-uncap,0.6,0.011205673217773438,0.0152587890625,0.008821487426757812
mps-uncap,0.7,0.011205673217773438,0.013828277587890625,0.0095367431640625
mps-uncap,0.1,0.013113021850585938,0.02574920654296875,0.011444091796875
mps-uncap,0.2,0.0133514404296875,0.012159347534179688,0.01049041748046875
mps-uncap,0.3,0.011444091796875,0.015020370483398438,0.010728836059570312
mps-uncap,0.4,0.011920928955078125,0.01621246337890625,0.010967254638671875
