mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,145.75743675231934,324.0079879760742,81.36320114135742
mps-uncap,0.9,193.97473335266113,449.843168258667,148.3011245727539
mps-uncap,1.0,1365.4756546020508,2062.371253967285,751.1250972747803
mps-uncap,0.5,44.004201889038086,93.85395050048828,36.641597747802734
mps-uncap,0.6,47.820091247558594,240.49901962280273,78.91845703125
mps-uncap,0.7,83.06026458740234,241.73450469970703,83.16206932067871
mps-uncap,0.1,15.720367431640625,46.138763427734375,14.257192611694336
mps-uncap,0.2,17.599821090698242,54.669857025146484,16.846418380737305
mps-uncap,0.3,22.246837615966797,93.28842163085938,29.391765594482422
mps-uncap,0.4,26.40557289123535,103.01446914672852,25.266647338867188
