mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,23.958206176757812,81.62569999694824,11.525154113769531
mps-uncap,0.9,24.46269989013672,83.03332328796387,12.006282806396484
mps-uncap,1.0,25.00128746032715,81.76589012145996,12.585163116455078
mps-uncap,0.5,23.02098274230957,67.66939163208008,11.354207992553711
mps-uncap,0.6,22.414445877075195,75.58989524841309,11.461019515991211
mps-uncap,0.7,23.386240005493164,76.54476165771484,11.568069458007812
mps-uncap,0.1,13.608217239379883,35.275936126708984,11.590003967285156
mps-uncap,0.2,17.573833465576172,54.642677307128906,11.52944564819336
mps-uncap,0.3,20.526885986328125,54.44145202636719,11.34490966796875
mps-uncap,0.4,21.309852600097656,61.701059341430664,11.786460876464844
