mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,21.82404041290283,80.02354621887207,10.197515487670904
mps-uncap,0.9,22.877836227416996,81.56335830688477,10.388791561126709
mps-uncap,1.0,23.733086585998535,80.47478437423706,10.999441146850586
mps-uncap,0.5,17.627391815185547,62.02439069747923,9.480643272399902
mps-uncap,0.6,19.70320701599122,71.42455101013184,9.91966724395752
mps-uncap,0.7,21.2359619140625,74.87135887145998,10.077607631683348
mps-uncap,0.1,9.557642936706548,34.25672054290771,8.474431037902828
mps-uncap,0.2,11.677293777465788,43.22571754455566,8.636085987091073
mps-uncap,0.3,14.749300479888932,48.257064819335945,9.315075874328613
mps-uncap,0.4,16.30049705505371,56.105861663818345,9.334897994995115
