mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,2.7179718017578125,24.95288848876953,5.370378494262695
mps-uncap,0.9,2.7289390563964844,25.73251724243164,5.367279052734375
mps-uncap,1.0,2.7320384979248047,26.377201080322266,5.40614128112793
mps-uncap,0.5,2.716064453125,24.825096130371094,5.389928817749023
mps-uncap,0.6,2.7174949645996094,24.87349510192871,5.352497100830078
mps-uncap,0.7,2.737760543823242,24.990558624267578,5.368947982788086
mps-uncap,0.1,2.721071243286133,24.755477905273438,5.380392074584961
mps-uncap,0.2,2.710580825805664,24.758338928222656,5.344152450561523
mps-uncap,0.3,2.707958221435547,24.72710609436035,5.370140075683594
mps-uncap,0.4,2.7103424072265625,24.79386329650879,5.36799430847168
