mode,load,0_mobilenet_v3_small-32,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,133.67581367492676,270.02692222595215,74.46575164794922
mps-uncap,0.9,178.79819869995117,383.8987350463867,140.83480834960938
mps-uncap,1.0,1348.1385707855225,1983.6411476135254,743.5064315795898
mps-uncap,0.5,21.49367332458496,53.02762985229492,29.233455657958984
mps-uncap,0.6,36.02004051208496,197.45159149169922,71.09570503234863
mps-uncap,0.7,72.23010063171387,209.2595100402832,75.55031776428223
mps-uncap,0.1,5.742073059082031,21.219253540039062,7.390737533569336
mps-uncap,0.2,10.277032852172852,24.062156677246094,9.190797805786133
mps-uncap,0.3,14.59360122680664,58.56895446777344,22.208452224731445
mps-uncap,0.4,16.513347625732422,56.915998458862305,17.879247665405273
