mode,load,0_densenet121-2,1_squeezenet1_1-4,2_vgg13-2
mps-uncap,0.8,6.938934326171875,0.9791851043701172,1.6450881958007812
mps-uncap,0.9,6.975650787353516,0.9896755218505859,1.6436576843261719
mps-uncap,1.0,6.916522979736328,1.0209083557128906,1.6624927520751953
mps-uncap,0.5,6.921291351318359,1.0080337524414062,1.638650894165039
mps-uncap,0.6,6.961584091186523,0.9822845458984375,1.6446113586425781
mps-uncap,0.7,7.105112075805664,0.9934902191162109,1.6436576843261719
mps-uncap,0.1,7.2116851806640625,1.0251998901367188,1.638650894165039
mps-uncap,0.2,7.140398025512695,0.9856224060058594,1.642465591430664
mps-uncap,0.3,7.260322570800781,0.9889602661132812,1.6429424285888672
mps-uncap,0.4,7.050752639770508,1.0068416595458984,1.646280288696289
