mode,load,0_densenet121-2,1_squeezenet1_1-4,2_vgg13-2
mps-uncap,0.8,153.6616826553011,1587.0744158291711,696.2203154962259
mps-uncap,0.9,182.08419427581177,1763.5273467150594,787.472020138135
mps-uncap,1.0,193.43054175416486,1927.2884960625536,891.9850586277659
mps-uncap,0.5,96.38608483591463,990.5592172846924,436.7476515417857
mps-uncap,0.6,115.07294606846736,1226.5594397404864,526.1231395581214
mps-uncap,0.7,136.11456393403367,1402.9735095721642,604.0327276948699
mps-uncap,0.1,19.11855528693814,204.06039937342575,90.56416174630428
mps-uncap,0.2,40.40627438518909,408.2834782807994,175.49726464460167
mps-uncap,0.3,59.15863485731746,603.6650748532131,272.0007474303715
mps-uncap,0.4,77.19485244822812,793.3519328523449,347.759668978953
