mode,load,0_densenet121-2,1_squeezenet1_1-4,2_vgg13-2
mps-uncap,0.8,22.990036010742195,4.197597503662109,6.406974792480468
mps-uncap,0.9,51.35316848754884,9.054136276245115,12.03660964965821
mps-uncap,1.0,83.4238052368164,1654.7818660736084,62.751054763793945
mps-uncap,0.5,11.223697662353516,3.440618515014651,2.1154880523681654
mps-uncap,0.6,12.162137031555176,3.0870199203491215,3.184366226196289
mps-uncap,0.7,14.144277572631834,3.5262107849121094,4.051685333251956
mps-uncap,0.1,8.107233047485353,0.5706310272216781,0.06318092346191406
mps-uncap,0.2,10.106372833251948,1.8661260604858416,0.8878707885742188
mps-uncap,0.3,12.082386016845703,2.4909496307373042,1.3939380645751953
mps-uncap,0.4,10.8975887298584,3.248262405395508,1.6945838928222652
