mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,11.179351806640625,10.719156265258789
mig,0.2,12.898111343383789,13.151216506958011
mig,0.3,11.488795280456543,11.873435974121094
mig,0.4,10.291147232055666,10.316848754882812
mig,0.5,8.48274230957031,8.547019958496094
mig,0.6,8.809375762939455,9.062075614929201
mig,0.7,11.081266403198246,12.122559547424316
mig,0.8,15.568375587463382,14.984035491943361
mig,0.9,22.605180740356445,23.39792251586915
mig,1.0,263.3051872253418,305.50727844238287
