mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,2.7878284454345703,2.756834030151367
mig,0.2,2.7468204498291016,2.7832984924316406
mig,0.3,2.7625560760498047,2.7577877044677734
mig,0.4,2.750873565673828,2.7320384979248047
mig,0.5,2.7539730072021484,2.7539730072021484
mig,0.6,2.7539730072021484,2.740621566772461
mig,0.7,2.7434825897216797,2.7780532836914062
mig,0.8,2.740621566772461,2.733469009399414
mig,0.9,2.7418136596679688,2.6764869689941406
mig,1.0,2.754688262939453,2.7725696563720703
