mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,24.57427978515625,22.204160690307617
mig,0.2,26.256084442138672,24.97267723083496
mig,0.3,26.893138885498047,27.701854705810547
mig,0.4,23.499250411987305,21.512746810913086
mig,0.5,20.57504653930664,29.56366539001465
mig,0.6,26.80182456970215,20.937681198120117
mig,0.7,29.588699340820312,28.26404571533203
mig,0.8,36.80872917175293,47.841548919677734
mig,0.9,58.55894088745117,49.56245422363281
mig,1.0,371.90723419189453,375.73933601379395
