mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,0.048160552978515625,0.048160552978515625
mig,0.2,0.047206878662109375,0.04935264587402344
mig,0.3,0.047087669372558594,0.04863739013671875
mig,0.4,0.2086162567138672,0.37860870361328125
mig,0.5,0.5605220794677734,0.5214214324951172
mig,0.6,1.1992454528808594,1.2390613555908203
mig,0.7,2.0688772201538086,2.207517623901367
mig,0.8,3.1003952026367188,3.2639503479003906
mig,0.9,5.987644195556641,5.773305892944336
mig,1.0,101.23085975646973,84.48147773742676
