mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,4.678726196289063,4.288125038146976
mig,0.2,6.752777099609375,6.871938705444337
mig,0.3,6.762146949768066,7.013893127441408
mig,0.4,6.316304206848146,6.383085250854492
mig,0.5,5.265688896179197,5.347776412963867
mig,0.6,5.937528610229496,6.167602539062501
mig,0.7,8.247089385986333,9.227252006530762
mig,0.8,12.734174728393555,12.170648574829102
mig,0.9,19.792556762695312,20.615577697753906
mig,1.0,260.42206287384033,302.6488304138184
