mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8
mig,0.1,17.51756668090814,16.863660812377923
mig,0.2,20.762395858764638,21.64356708526616
mig,0.3,19.73211765289306,19.397554397582997
mig,0.4,17.8140711784363,17.25308418273926
mig,0.5,16.029593944549553,17.150902748107896
mig,0.6,15.966281890869137,15.971808433532704
mig,0.7,20.590558052062978,21.55106067657471
mig,0.8,26.75503015518188,26.75644397735595
mig,0.9,41.50040149688716,37.97466278076172
mig,1.0,348.5470890998833,357.9466915130615
