mode,load,0_resnet101-16,1_densenet161-4,2_efficientnet_b5-4
mps-uncap,1.0,15.794754028320312,17.906904220581055,16.64876937866211
mig,1.0,21.5761661529541,18.030405044555664,15.34724235534668
