mode,load,0_resnet101-16,1_densenet161-4,2_efficientnet_b5-4
mps-uncap,1.0,932.7166170554123,184.40361289414506,191.59777591562488
mig,1.0,725.2695007056683,217.63371933151862,256.8641187460062
