mode,load,0_resnet101-16,1_densenet161-4,2_efficientnet_b5-4
mps-uncap,1.0,17.623496055603027,22.951292991638184,22.011208534240723
mig,1.0,22.27945327758789,18.528318405151367,15.704154968261719
