mode,load,0_resnet101-16,1_densenet161-4,2_efficientnet_b5-4
mps-uncap,1.0,15.794992446899414,17.906904220581055,16.64900779724121
mig,1.0,21.576404571533203,18.030643463134766,15.34724235534668
