mode,load,0_resnet50-8,1_resnet50-8,2_resnet50-8,3_resnet50-8
mig,0.1,68.49056134322963,72.29069034877159,67.20088057593071,34.61131651015201
mig,0.2,137.97226006340313,136.98876288859051,139.33872473574604,72.08387665282483
mig,0.3,197.24746616341378,198.4710810463869,210.82822668272,107.00936419639282
mig,0.4,268.43477701791693,279.8703967218657,267.4730255689295,137.7530242901997
mig,0.5,347.917482546394,334.5871787355055,346.96615372145845,172.94536453895526
mig,0.6,416.3475314931792,417.8882643123866,407.2760184191703,213.1367746416247
mig,0.7,492.6366622922372,482.7409888703861,485.4126499655409,247.1966033277471
mig,0.8,560.4547156306942,544.8697389048942,559.4120437105638,284.1616422131231
mig,0.9,622.2199907740086,611.7818820265051,618.2293479313921,309.74838366129
mig,1.0,621.3503301704817,618.4373241291416,616.4710034356533,314.2542247796296
