mode,load,0_resnet50-8,1_resnet50-8,2_resnet50-8,3_resnet50-8
mig,0.1,13.881254196166992,14.146089553833008,14.135122299194338,31.70619010925293
mig,0.2,22.388267517089847,22.305727005004883,23.022699356079105,42.379260063171394
mig,0.3,24.138736724853516,25.577926635742184,26.154088973999023,50.85339546203614
mig,0.4,28.78429889678955,29.690170288085938,32.02848434448242,54.85489368438721
mig,0.5,35.27841567993165,36.2684726715088,36.39693260192874,71.39320373535156
mig,0.6,47.51160144805908,44.26703453063965,44.35229301452637,100.59752464294435
mig,0.7,86.75036430358887,80.47280311584473,75.34098625183105,138.72117996215815
mig,0.8,122.90720939636236,137.74583339691162,148.64015579223633,329.55298423767096
mig,0.9,432.44757652282715,1508.5793256759646,1963.0501270294192,851.1500597000122
mig,1.0,5726.412582397461,6556.170701980591,6123.5968589782715,4687.4671459198
