mode,load,0_resnet101-4,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,10.854005813598633,18.866777420043945,8.009195327758789
mps-uncap,0.9,12.384176254272461,15.411853790283203,7.641077041625977
mps-uncap,1.0,11.562824249267578,14.181852340698242,8.974313735961914
mps-uncap,0.5,14.159202575683594,19.526243209838867,7.507801055908203
mps-uncap,0.6,12.6190185546875,14.780759811401367,7.170677185058594
mps-uncap,0.7,12.031316757202148,14.365196228027344,7.126092910766602
mps-uncap,0.1,19.574642181396484,21.25239372253418,7.331132888793945
mps-uncap,0.2,20.127296447753906,21.665573120117188,7.353782653808594
mps-uncap,0.3,15.758275985717773,20.189285278320312,7.792234420776367
mps-uncap,0.4,17.728805541992188,20.25890350341797,7.5092315673828125
