mode,load,0_resnet101-4,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,5.060672760009766,7.48443603515625,3.8406848907470703
mps-uncap,0.9,5.128622055053711,7.401943206787109,3.851175308227539
mps-uncap,1.0,5.090236663818359,7.398843765258789,3.859996795654297
mps-uncap,0.5,5.085229873657227,7.281064987182617,3.8416385650634766
mps-uncap,0.6,5.072355270385742,7.2574615478515625,3.8111209869384766
mps-uncap,0.7,5.040168762207031,7.231235504150391,3.8194656372070312
mps-uncap,0.1,5.081892013549805,7.464408874511719,3.8237571716308594
mps-uncap,0.2,5.11932373046875,7.373332977294922,3.821849822998047
mps-uncap,0.3,5.064725875854492,7.389307022094727,3.824472427368164
mps-uncap,0.4,5.1021575927734375,7.298946380615234,3.8352012634277344
