mode,load,0_resnet101-4,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,46.28593921661377,71.15942955017087,37.79664993286133
mps-uncap,0.9,97.54205703735352,103.45487356185903,88.43458652496342
mps-uncap,1.0,339.57711219787603,494.12030935287555,356.8988323211675
mps-uncap,0.5,29.121947288513176,34.004192352294886,18.010771274566636
mps-uncap,0.6,30.02285003662109,39.070913791656494,21.620664596557614
mps-uncap,0.7,44.8203420639038,43.66908311843872,26.223587989807125
mps-uncap,0.1,22.969176769256592,33.01981925964355,11.829254627227781
mps-uncap,0.2,28.742325305938753,37.83998489379883,14.306545257568358
mps-uncap,0.3,28.197360038757328,36.543693542480476,17.186050415039055
mps-uncap,0.4,30.311601161956794,36.21589660644532,18.155095577239987
