mode,load,0_resnet101-4,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,10.9938383102417,15.94996452331543,8.724212646484375
mps-uncap,0.9,17.470359802246094,23.299455642700195,13.72826099395752
mps-uncap,1.0,71.64144515991211,76.36988162994385,51.343679428100586
mps-uncap,0.5,9.69386100769043,12.802839279174805,6.052374839782715
mps-uncap,0.6,9.281158447265625,12.0697021484375,6.047606468200684
mps-uncap,0.7,9.607076644897461,12.375473976135254,6.351232528686523
mps-uncap,0.1,11.890649795532227,17.897605895996094,6.603240966796875
mps-uncap,0.2,12.277960777282715,17.408132553100586,6.467580795288086
mps-uncap,0.3,11.84988021850586,13.566255569458008,6.43610954284668
mps-uncap,0.4,10.845303535461426,13.250112533569336,6.283402442932129
