mode,load,0_resnet101-4,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,328.76324208098254,125.19293543716206,997.1913852570285
mps-uncap,0.9,350.2654886976758,144.51196454493953,1134.1646635284349
mps-uncap,1.0,400.4146360492685,158.30572351413454,1234.0318249224006
mps-uncap,0.5,196.40670076824068,76.77490776822485,622.8248002511443
mps-uncap,0.6,245.4494779015257,94.82435292438402,759.7642326256552
mps-uncap,0.7,281.3278392780476,113.15075473050156,868.4254448819089
mps-uncap,0.1,41.19063815157726,15.736465242544316,125.33787403768694
mps-uncap,0.2,82.78142125129881,32.10079477016737,252.23922915654018
mps-uncap,0.3,117.70941004141733,46.89035837634297,369.8054175379554
mps-uncap,0.4,152.9768773578191,62.801680250271204,495.70943221208614
