mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,31.32152557373047,168.49684715270996,125.33855438232422
mps-uncap,0.9,47.661781311035156,281.1002731323242,227.891206741333
mps-uncap,1.0,326.20763778686523,1170.1922416687012,369.6005344390869
mps-uncap,0.5,12.143611907958984,39.36362266540527,40.335655212402344
mps-uncap,0.6,20.301103591918945,51.15461349487305,67.96121597290039
mps-uncap,0.7,19.91438865661621,104.41923141479492,107.06710815429688
mps-uncap,0.1,4.357576370239258,8.40306282043457,11.57832145690918
mps-uncap,0.2,6.407499313354492,25.394439697265625,15.451908111572266
mps-uncap,0.3,5.980014801025391,21.047115325927734,24.63841438293457
mps-uncap,0.4,8.640289306640625,27.129650115966797,26.782512664794922
