mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,6.565332412719727,40.76123237609863,10.790109634399414
mps-uncap,0.9,6.662845611572266,36.783695220947266,10.9405517578125
mps-uncap,1.0,7.659912109375,41.7180061340332,11.066675186157227
mps-uncap,0.5,6.217479705810547,35.56227684020996,9.517908096313477
mps-uncap,0.6,6.462812423706055,33.85782241821289,9.776592254638672
mps-uncap,0.7,6.3304901123046875,37.15109825134277,9.839773178100586
mps-uncap,0.1,5.869865417480469,20.723581314086914,8.708000183105469
mps-uncap,0.2,6.133317947387695,26.065826416015625,9.198904037475586
mps-uncap,0.3,6.247997283935547,28.29599380493164,9.09733772277832
mps-uncap,0.4,6.293058395385742,30.617475509643555,10.595083236694336
