mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,454.0363156748938,87.2713566565926,1408.590800269326
mps-uncap,0.9,501.49929817221084,99.71238167540645,1528.1342052728044
mps-uncap,1.0,558.7889963646481,106.59167854447215,1660.4008108843925
mps-uncap,0.5,276.0907563943143,52.27247674925937,820.4134517985601
mps-uncap,0.6,330.71260682247896,68.78493719390222,1024.8338971461462
mps-uncap,0.7,388.03881197615095,74.84602919842114,1163.8716312025515
mps-uncap,0.1,54.66007645326514,10.415150032929624,166.10514520460643
mps-uncap,0.2,114.7341354288838,21.101064366437697,353.19592482265347
mps-uncap,0.3,167.14016631000382,31.096858508734666,506.25636990778816
mps-uncap,0.4,223.1428304364769,42.80215405394885,693.9035129893227
