mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,0.009059906005859375,0.01239776611328125,0.0095367431640625
mps-uncap,0.9,0.00858306884765625,0.011920928955078125,0.009298324584960938
mps-uncap,1.0,0.008821487426757812,0.012874603271484375,0.011444091796875
mps-uncap,0.5,0.009298324584960938,0.012636184692382812,0.009775161743164062
mps-uncap,0.6,0.008344650268554688,0.011920928955078125,0.009298324584960938
mps-uncap,0.7,0.009059906005859375,0.01239776611328125,0.0095367431640625
mps-uncap,0.1,0.010967254638671875,0.0133514404296875,0.012636184692382812
mps-uncap,0.2,0.008821487426757812,0.011920928955078125,0.011444091796875
mps-uncap,0.3,0.008821487426757812,0.01239776611328125,0.011205673217773438
mps-uncap,0.4,0.00858306884765625,0.015497207641601562,0.01049041748046875
