mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,4.060268402099609,28.623461723327637,17.033696174621582
mps-uncap,0.9,5.742311477661133,34.4698429107666,28.750181198120117
mps-uncap,1.0,23.907184600830078,153.55932712554932,95.49486637115479
mps-uncap,0.5,1.2607574462890625,14.079689979553223,8.427262306213379
mps-uncap,0.6,1.9205808639526367,15.341043472290039,9.630918502807617
mps-uncap,0.7,2.5790929794311523,17.791748046875,12.462377548217773
mps-uncap,0.1,1.1985301971435547,7.343649864196777,7.900476455688477
mps-uncap,0.2,1.1403560638427734,12.158632278442383,7.996082305908203
mps-uncap,0.3,1.1744499206542969,12.057185173034668,8.073568344116211
mps-uncap,0.4,1.202702522277832,12.986183166503906,8.18181037902832
