mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,0.5700588226318359,5.130290985107422,7.820844650268555
mps-uncap,0.9,0.5769729614257812,5.228519439697266,7.863521575927734
mps-uncap,1.0,0.5795955657958984,5.274534225463867,7.799386978149414
mps-uncap,0.5,0.5671977996826172,5.270719528198242,7.748842239379883
mps-uncap,0.6,0.5660057067871094,5.07664680480957,7.80797004699707
mps-uncap,0.7,0.5679130554199219,5.15437126159668,7.772207260131836
mps-uncap,0.1,0.5724430084228516,5.032539367675781,7.758378982543945
mps-uncap,0.2,0.5702972412109375,5.146980285644531,7.780790328979492
mps-uncap,0.3,0.5698204040527344,5.041837692260742,7.732152938842773
mps-uncap,0.4,0.5681514739990234,5.465269088745117,7.755041122436523
