mode,load,0_alexnet-2,1_resnet101-4,2_vgg13-16
mps-uncap,0.8,17.036590576171825,111.6781234741211,76.85480356216429
mps-uncap,0.9,30.619428157806386,158.18579196929954,179.32891130447388
mps-uncap,1.0,283.06982994079596,1001.2200474739075,314.31015968322737
mps-uncap,0.5,5.151977539062495,24.084150791168216,25.282685756683346
mps-uncap,0.6,8.128972053527827,34.29145336151122,34.06705379486087
mps-uncap,0.7,10.108079910278276,48.837194442748974,57.77783393859882
mps-uncap,0.1,0.987510681152344,3.979363441467285,6.81567192077637
mps-uncap,0.2,2.690267562866191,11.947093009948723,9.075222015380858
mps-uncap,0.3,3.6108374595642148,15.224754810333252,13.190755844116206
mps-uncap,0.4,4.387667179107665,18.291740417480472,15.109272003173828
