mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-8,2_vgg11-32,3_vgg13-8
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
