mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,110.92960597588564,287.23438252558185,1390.965222573727
mps-uncap,0.9,123.29876174787171,320.8300448217657,1500.5084612074909
mps-uncap,1.0,134.09773303770638,363.06579038450656,1731.8610825156884
mps-uncap,0.5,69.22871131704532,179.05009272749487,854.1677142339967
mps-uncap,0.6,81.75495459638601,204.77354853802026,1021.0121482689192
mps-uncap,0.7,96.99780927918009,240.7419981302414,1217.094268094077
mps-uncap,0.1,11.956137978788522,35.63310058432883,170.53998695007513
mps-uncap,0.2,29.495533825189547,64.54582417352913,350.1935702692096
mps-uncap,0.3,40.41372225444501,112.22629158856108,531.428831208554
mps-uncap,0.4,55.29499075776292,142.44194046220926,699.5321138774353
