mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,180.9325599670408,366.6166162490845,158.9709281921388
mps-uncap,0.9,140.19954204559326,310.788583755493,226.1589169502259
mps-uncap,1.0,915.5647516250608,1256.1512351036072,1796.3082790374756
mps-uncap,0.5,40.94210147857667,100.71642398834236,57.333598136901834
mps-uncap,0.6,49.01265621185303,123.35929870605453,77.42517948150636
mps-uncap,0.7,63.348383903503404,192.11467742919882,86.87596559524528
mps-uncap,0.1,14.863491058349616,37.68299579620363,28.746042251586914
mps-uncap,0.2,23.37940216064451,57.88014888763428,34.4764471054077
mps-uncap,0.3,22.928345203399523,65.05584716796875,35.618901252746596
mps-uncap,0.4,31.76426887512207,73.00524711608884,45.83772659301758
