mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,218.69659423828125,344.83838081359863,224.1041660308838
mps-uncap,0.9,194.24057006835938,364.5942211151123,278.2752513885498
mps-uncap,1.0,1017.8711414337158,1248.7292289733887,1838.0365371704102
mps-uncap,0.5,44.14176940917969,82.43393898010254,61.42473220825195
mps-uncap,0.6,57.684898376464844,92.89717674255371,87.65363693237305
mps-uncap,0.7,84.06186103820801,247.83849716186523,108.08396339416504
mps-uncap,0.1,4.730224609375,0.1010894775390625,16.38627052307129
mps-uncap,0.2,20.370006561279297,10.229349136352539,27.099609375
mps-uncap,0.3,15.543937683105469,49.36695098876953,40.82036018371582
mps-uncap,0.4,64.02754783630371,42.82426834106445,44.950008392333984
